gene_id	B100	B110	B175	B200	B210	B275	B300	B310	B375
MSTRG.10821	2	100	39	0	310	14	0	7	18
MSTRG.10822	63	1338	386	1423	1225	546	56	1733	894
MSTRG.10823	60	1587	1892	0	1338	1750	49	1664	1599
MSTRG.10824	14	2994	1533	33	1500	1858	0	1830	2009
MSTRG.10825	195	2651	0	13272	1434	0	29	2505	0
MSTRG.10826	77	583	1720	90	76	1183	85	1067	1255
MSTRG.10827	165	3797	9	146	618	0	565	1603	5
MSTRG.10828	159	68	62	62	78	49	333	40	11
MSTRG.10829	2286	497	1588	3496	206	1230	1087	737	848
MSTRG.1083	0	859	19	79	856	126	0	900	43
MSTRG.10830	0	1025	2838	0	863	4264	15	707	3938
MSTRG.10831	0	6603	403	0	4226	179	0	6747	184
MSTRG.10832	0	11180	168	0	6592	194	0	2298	110
MSTRG.10833	1083	0	2564	1352	0	1457	506	0	2233
MSTRG.10834	10	2	39	271	244	0	3	1	81
MSTRG.10835	2156	496	305	3956	547	218	2635	91	344
MSTRG.10836	1006	117	120	849	2	538	420	90	731
MSTRG.10837	173	3501	1988	160	2463	1032	259	732	679
MSTRG.10838	3835	3108	950	4634	1937	295	2115	706	856
MSTRG.10839	40	0	0	36	0	0	82	0	0
MSTRG.1084	239	9109	15	115	2641	33	20	9477	56
MSTRG.10840	1046	504	0	523	229	55	663	66	7
MSTRG.10841	1467	39	25	938	64	0	617	68	0
MSTRG.10842	0	77	4	0	57	62	0	33	3
MSTRG.10843	310	829	5	123	1116	19	341	825	3
MSTRG.10844	1143	7165	353	2084	5008	542	621	7939	537
MSTRG.10845	803	24048	44	637	16609	72	499	19893	98
MSTRG.10846	920	84	2078	701	54	1574	1207	63	628
MSTRG.10847	235	968	0	125	560	0	204	1156	0
MSTRG.10848	97	4484	180	31	3291	427	37	5480	393
MSTRG.10849	848	5461	487	411	4761	238	719	7192	448
MSTRG.1085	67	94	222	61	173	215	20	73	255
MSTRG.10850	815	1000	0	465	4905	0	857	577	86
MSTRG.10851	476	673	1732	476	681	2182	319	814	815
MSTRG.10852	1185	380	144	1250	383	46	572	362	131
MSTRG.10853	0	14	1027	0	37	2852	0	5	1339
MSTRG.10854	161	244	359	962	15	802	41	254	173
MSTRG.10855	0	810	504	0	91	244	0	687	540
MSTRG.10856	507	0	10639	661	315	2997	204	0	1941
MSTRG.10857	2544	3811	7842	1946	3199	8525	865	3561	5056
MSTRG.10858	352	435	429	2527	290	546	578	456	350
MSTRG.10859	3233	1460	1716	3728	351	2416	3331	566	967
MSTRG.1086	270	11	35	63	237	64	3	211	99
MSTRG.10860	532	1975	843	333	129	954	255	1344	1367
MSTRG.10861	240	19	2	56	0	20	89	256	15
MSTRG.10862	1561	558	697	1950	119	597	1346	908	753
MSTRG.10863	1209	39	78	1282	410	263	452	238	535
MSTRG.10864	880	86	1106	734	292	1096	643	306	1987
MSTRG.10865	3584	140	31	3713	71	20	1942	0	45
MSTRG.10866	1257	4023	1483	958	5168	1404	452	4116	8982
MSTRG.10867	217	0	0	140	0	0	967	0	0
MSTRG.10868	3245	23	0	2188	6	0	1449	46	0
MSTRG.10869	127	2470	1243	150	923	911	40	3166	10045
MSTRG.1087	1252	5638	6	1790	4039	184	156	6335	1
MSTRG.10870	0	311	1284	0	660	2825	0	581	2185
MSTRG.10871	13783	259	148	13987	313	231	3731	229	434
MSTRG.10872	3475	0	0	3717	0	0	1014	0	0
MSTRG.10873	0	10084	89	0	10448	175	0	5973	103
MSTRG.10874	83	1809	1081	84	926	1258	165	2827	860
MSTRG.10875	713	541	1	1206	101	101	492	755	86
MSTRG.10876	525	0	96	166	0	72	161	0	556
MSTRG.10877	48	0	1046	47	0	721	88	0	7886
MSTRG.10878	0	573	6	0	1695	20	0	385	0
MSTRG.10879	335	9330	132	265	7997	171	428	6314	101
MSTRG.1088	5600	1834	5	4063	1294	171	5467	1833	1
MSTRG.10880	0	0	2404	0	0	2253	0	0	1897
MSTRG.10881	1747	404	134	270	448	66	1779	317	180
MSTRG.10882	135	4706	480	1974	4624	1088	109	4534	494
MSTRG.10883	25	869	278	8	1410	89	61	2074	204
MSTRG.10884	26	2	1144	7	3	564	18	24	582
MSTRG.10885	58	78	263	129	142	261	35	111	205
MSTRG.10886	55	1313	29	11	1341	17	126	744	54
MSTRG.10887	41	15697	415	19	5185	742	58	6484	815
MSTRG.10888	2463	1671	216	1694	1512	1102	762	1174	228
MSTRG.10889	1638	2924	1446	1725	1247	746	544	1056	1965
MSTRG.1089	1311	32	4	3363	160	180	2119	48	2
MSTRG.10890	8	2309	119	10	2123	147	22	2022	68
MSTRG.10891	20	44	22	130	29	249	32	5	18
MSTRG.10892	0	100	2065	0	35	3435	0	138	1840
MSTRG.10893	25481	2700	5	26103	298	13	6733	3136	9
MSTRG.10894	0	1266	56	0	1899	131	0	1774	461
MSTRG.10895	16	116	559	0	20	332	253	1	259
MSTRG.10896	1539	187	833	354	151	811	752	71	538
MSTRG.10897	0	3741	153	0	2660	227	0	2813	144
MSTRG.10898	0	0	2527	42	0	1767	4	0	19750
MSTRG.10899	10264	14794	0	11446	1178	49	8186	7466	9
MSTRG.109	222	8039	239	170	8346	134	205	7680	247
MSTRG.1090	8152	25	1	711	4	273	22	113	2
MSTRG.10900	8110	3120	2	6154	1058	47	6243	1709	2
MSTRG.10901	95	6680	0	235	12724	0	118	7428	0
MSTRG.10902	529	10490	168	1593	12637	175	217	9129	1561
MSTRG.10903	1	3	438	1	305	2761	1	3	315
MSTRG.10904	368	0	2498	250	69	2422	336	4	1980
MSTRG.10905	10	12	49	59	517	195	0	935	266
MSTRG.10906	10	80	32	38	23	91	34	5	45
MSTRG.10907	61	22348	1369	4	15030	3348	74	4201	438
MSTRG.10908	119	5494	174	0	3599	114	3	1366	253
MSTRG.10909	284	578	649	438	384	258	330	285	422
MSTRG.1091	6233	309	46	865	425	666	36	365	12
MSTRG.10910	94	65	80	118	184	229	487	57	52
MSTRG.10911	3	1046	565	0	1308	1117	1	1785	400
MSTRG.10912	268	887	953	270	531	470	283	488	876
MSTRG.10913	32	1428	1623	0	689	5034	2	922	6518
MSTRG.10914	9549	0	49	6430	32	190	5885	1	43
MSTRG.10915	1458	0	80	1064	35	119	1115	1	74
MSTRG.10916	0	1030	128	0	262	311	0	474	93
MSTRG.10917	106	3635	390	15	3537	587	33	4125	158
MSTRG.10918	160	251	154	7	187	153	10	438	34
MSTRG.10919	0	0	723	0	0	339	0	0	313
MSTRG.1092	316	3	17	171	443	38	208	3	132
MSTRG.10920	208	0	13	182	400	56	285	0	82
MSTRG.10921	3388	477	833	2681	681	1048	2592	480	941
MSTRG.10922	0	3365	132	0	1248	122	0	2096	179
MSTRG.10923	1139	1682	0	429	1358	0	518	1469	0
MSTRG.10924	1056	74	0	803	196	0	1145	80	0
MSTRG.10925	79	44	12	35	250	251	635	53	24
MSTRG.10926	965	227	2675	458	139	5809	195	260	3584
MSTRG.10927	1	11	166	16	0	237	57	88	349
MSTRG.10928	386	0	285	35	0	400	175	0	357
MSTRG.10929	948	20200	577	785	3719	543	1734	21227	498
MSTRG.1093	382	2	292	280	429	295	134	3	325
MSTRG.10930	254	1	18	218	1	34	285	3	53
MSTRG.10931	104	474	12563	50	145	11076	71	295	4559
MSTRG.10932	47	4035	12267	13	3489	17799	16	3568	7211
MSTRG.10933	55	224	1	82	66	3	39	387	1
MSTRG.10934	67	0	74	165	0	115	53	0	4
MSTRG.10935	16109	730	795	16865	603	1037	4406	108	895
MSTRG.10936	5865	456	6	6097	249	10	1615	1168	3
MSTRG.10937	4355	98	1	2156	19	2	1154	118	1
MSTRG.10938	1580	578	6585	514	338	8549	1521	605	2761
MSTRG.10939	0	129	3844	0	238	10170	0	118	4758
MSTRG.1094	1522	3	231	874	443	476	1189	3	367
MSTRG.10940	714	247	155	1400	661	27	657	425	105
MSTRG.10941	1079	8	306	726	51	2191	609	30	118
MSTRG.10942	131	135	26	94	395	2	9	155	18
MSTRG.10943	1853	312	0	2040	518	4	1185	376	23
MSTRG.10944	21	19	1	364	617	1	243	213	1
MSTRG.10945	2386	484	0	1599	181	1	1796	652	10
MSTRG.10946	1493	1580	1	1896	655	4	1725	657	1
MSTRG.10947	3424	870	16	12790	678	28	14	967	32
MSTRG.10948	0	29	846	0	477	635	0	0	6897
MSTRG.10949	7289	0	237	6932	0	344	4914	0	1736
MSTRG.1095	8323	2	1	6818	410	2	3828	9	14
MSTRG.10950	169	89	0	179	108	0	154	11	0
MSTRG.10951	921	0	1021	719	0	1854	339	0	749
MSTRG.10952	1805	2972	0	1562	1154	0	1748	466	0
MSTRG.10953	192	10837	253	34	5078	641	127	2019	343
MSTRG.10954	1680	1526	565	667	795	400	2074	304	1178
MSTRG.10955	493	109	0	733	174	0	478	189	0
MSTRG.10956	373	438	0	290	462	0	348	70	0
MSTRG.10957	56	8	560	101	198	61	28	14	802
MSTRG.10958	1172	2054	3	1128	1188	0	807	349	5
MSTRG.10959	287	6845	2591	142	4553	3140	316	1422	2092
MSTRG.1096	13310	49	2089	10497	913	3505	10777	11	2560
MSTRG.10960	0	9627	2600	0	12518	3415	0	7097	2381
MSTRG.10961	3327	1889	4990	3384	1848	5393	1546	1738	3914
MSTRG.10962	207	754	401	170	525	698	229	1438	635
MSTRG.10963	0	17	698	0	26	522	0	123	411
MSTRG.10964	2467	0	9	1077	1	51	1384	1	4
MSTRG.10965	5383	16	0	3733	322	0	2589	0	0
MSTRG.10966	847	28	2258	423	2	1583	558	0	544
MSTRG.10967	173	3073	26	124	1822	32	178	553	50
MSTRG.10968	50	555	296	117	354	895	60	67	207
MSTRG.10969	59	0	87	2	0	124	7	0	115
MSTRG.1097	1010	37	1303	1190	83	1859	541	82	1620
MSTRG.10970	358	544	54	368	752	127	532	236	48
MSTRG.10971	136	875	25	51	825	6	48	1134	0
MSTRG.10972	66	0	726	26	0	499	96	0	654
MSTRG.10973	696	2224	655	690	2276	1420	629	2724	429
MSTRG.10974	33	1623	248	3	1335	455	12	2021	398
MSTRG.10975	121	334	4864	80	135	8429	36	346	2159
MSTRG.10976	413	16	1112	217	8	1595	525	58	618
MSTRG.10977	1159	0	0	793	0	0	338	0	0
MSTRG.10978	7249	2033	240	6729	506	414	5240	2044	153
MSTRG.10979	23072	0	563	20634	0	358	5692	0	304
MSTRG.1098	0	397	390	0	585	261	14	313	621
MSTRG.10980	0	122	51	0	66	48	0	8	20
MSTRG.10981	2	1422	415	162	1222	274	0	1068	402
MSTRG.10982	750	3857	131	1297	4363	478	190	5360	416
MSTRG.10983	85	614	0	3	189	0	6	270	0
MSTRG.10984	7524	3320	333	7476	1238	453	1953	3581	461
MSTRG.10985	2447	0	1556	2505	42	1826	646	3	1833
MSTRG.10986	3586	61	0	3664	14	0	864	55	0
MSTRG.10987	787	321	383	977	148	341	202	490	184
MSTRG.10988	40	132	414	122	424	342	7	864	597
