gene_id	B100	B105	B110	B135	B175	B200	B205	B210	B235	B275	B300	B305	B310	B335	B375
MSTRG.2723	505	1320	684	176	3749	281	1223	1652	237	6114	358	1337	519	139	1486
MSTRG.2724	2304	1824	405	124	882	2278	1420	651	241	622	1148	2360	226	221	447
MSTRG.2725	1749	529	2007	58	96	1225	211	2196	29	176	1322	264	2398	118	139
MSTRG.2726	550	4400	85	4190	0	479	2798	321	7951	0	38	4117	102	4006	0
MSTRG.2727	539	62	1087	9412	199	357	2	588	4141	36	228	10	848	5521	108
MSTRG.2728	17016	125	155	1393	968	21447	302	47	1400	266	7234	248	229	832	665
MSTRG.2729	22627	0	55	4627	218	4092	0	30	4556	266	16045	0	74	4740	473
MSTRG.273	536	167	8253	3005	565	549	275	11623	2635	506	539	680	13145	1145	184
MSTRG.2730	6	256	526	211	518	4	563	336	82	1040	0	263	613	112	867
MSTRG.2731	24	2066	1556	114	11	6	1686	325	265	14	246	1602	2621	321	2
MSTRG.2732	69	166	205	3935	0	47	107	525	760	0	118	64	263	1970	0
MSTRG.2733	12927	857	9478	336	5	6748	1046	4493	368	34	9069	640	6542	479	10
MSTRG.2734	761	7781	12	2220	1	604	3689	14	2182	44	492	2471	89	1284	0
MSTRG.2735	2225	7444	292	4005	0	1549	5514	298	6066	0	1966	6656	170	5985	0
MSTRG.2736	84	60	31	2413	9	58	18	154	3491	402	20	165	204	2038	92
MSTRG.2737	348	3485	2259	227	2	968	34018	1496	289	524	1084	15891	3279	203	692
MSTRG.2738	479	591	775	14089	593	117	892	525	10561	989	196	325	929	5498	393
MSTRG.2739	1723	1463	782	5430	262	1285	1655	753	2323	881	1019	1388	667	4870	377
MSTRG.274	7202	650	236	4942	73	9363	477	156	6041	7	4273	645	137	4768	27
MSTRG.2740	521	4036	379	1128	0	365	2693	876	583	0	517	4302	170	974	0
MSTRG.2741	1039	409	577	1496	149	632	474	392	663	327	1170	391	664	536	0
MSTRG.2742	928	1046	4529	101020	114	2232	2104	3299	29424	172	132	1039	7174	8060	76
MSTRG.2743	74	318	77	10	0	11790	735	67	57	0	14	642	82	28	0
MSTRG.2744	1901	96	3578	3632	2397	1151	147	1584	2780	1467	1174	22	1468	2914	798
MSTRG.2745	19	627	961	5315	95	36	622	863	3425	1717	6	777	794	3878	89
MSTRG.2746	1670	510	150	64	1266	1643	876	314	144	3798	1522	304	438	36	1142
MSTRG.2747	139	364	2900	0	424	181	1343	3812	0	392	199	337	2375	0	252
MSTRG.2748	65	291	5351	60	355	679	689	9473	2599	388	165	198	2629	1206	643
MSTRG.2749	4633	1942	530	86	3119	3010	1380	331	328	1809	3501	1969	348	292	8734
MSTRG.275	694	77	215	2885	48	457	439	195	1118	29	159	455	207	2025	11
MSTRG.2750	80	139	28	134	104	1	251	4	61	46	9	44	9	220	17
MSTRG.2751	32	697	0	0	733	44	697	0	0	1039	37	613	0	0	328
MSTRG.2752	0	6	214	1874	559	0	27	77	1576	816	0	7	122	1093	634
MSTRG.2753	377	106	1318	1628	7	337	66	338	4027	80	218	170	893	2283	2
MSTRG.2754	105	627	377	115510	56	91	376	339	13642	40	145	564	391	92699	318
MSTRG.2755	3192	2309	178	2233	130	1885	844	123	3738	684	1986	3374	16	457	25
MSTRG.2756	82	127	600	2468	575	128	591	1236	5155	845	81	194	894	1501	530
MSTRG.2757	22	8403	4	2087	1469	22	5398	12	1666	1659	17	6000	0	898	1523
MSTRG.2758	1032	23	19	359	421	969	5	24	300	938	401	51	5	358	348
MSTRG.2759	7319	106	0	304	48	3484	197	0	175	80	671	99	0	282	564
MSTRG.276	138	656	46	1270	64	11	498	58	2008	205	14	644	8	813	39
MSTRG.2760	7732	67	34	636	37	4833	274	223	510	2	3740	303	31	641	11
MSTRG.2761	46	2584	0	760	30	11	2040	0	881	0	112	2875	0	514	41
MSTRG.2762	4627	1066	12	314	1815	32483	575	551	667	2811	12001	1031	71	279	2171
MSTRG.2763	742	158	25	2345	26	715	390	314	502	0	307	292	779	965	36
MSTRG.2764	1578	366	811	4862	0	1486	1444	1184	10510	0	1249	319	565	3467	0
MSTRG.2765	5529	575	0	1133	2405	3386	507	879	1224	3694	4130	478	2	951	2065
MSTRG.2766	383	3688	16	6527	2	486	4664	221	6612	0	214	3512	32	4747	2
MSTRG.2767	1203	87	6	15	4908	1535	64	2284	1	8174	587	95	224	12	4229
MSTRG.2768	950	4599	0	45	8710	1059	1686	0	177	5598	1418	1840	0	6	4543
MSTRG.2769	337	670	278	281	2277	609	851	748	998	4466	381	676	0	508	920
MSTRG.277	1796	24	601	2810	1155	1574	346	338	993	1558	900	183	1320	299	672
MSTRG.2770	838	141	101	5573	343	468	380	501	6888	194	821	500	151	1749	257
MSTRG.2771	1383	746	0	3463	17218	1354	1298	0	1421	20529	544	1219	0	1311	11049
MSTRG.2772	547	1740	2435	761	102	1196	2783	2894	317	93	275	1095	1960	887	145
MSTRG.2773	281	4486	70	515	7056	545	7673	9673	480	5200	139	1950	196	329	8449
MSTRG.2774	2392	1074	1022	368	5308	1609	749	824	190	2961	1958	490	959	924	2235
MSTRG.2775	175	0	0	594	75	169	0	0	1447	73	37	0	1	1042	59
MSTRG.2776	734	257	3661	105	675	575	37	804	77	676	395	118	7035	202	631
MSTRG.2777	179	0	10	7900	1954	86	18	381	22945	2068	133	29	20	5364	1094
MSTRG.2778	68	887	983	766	242	12	359	1342	1308	185	15	733	872	1027	294
MSTRG.2779	659	48	553	1263	362	395	150	468	1160	491	425	114	571	940	317
MSTRG.278	178	24	5138	3229	291	213	63	10195	4568	458	292	63	5161	1709	1002
MSTRG.2780	2769	7	1010	748	343	762	19	9666	1998	162	3973	9	1277	1863	284
MSTRG.2781	224	130	3	115	56	512	69	34	79	677	169	6	24	34	150
MSTRG.2782	11022	768	6	58	338	7857	975	69	500	313	5250	929	10	288	219
MSTRG.2783	32	87	52	288	3001	30	41	4	1078	4048	8	38	282	3225	3069
MSTRG.2784	272	0	234	333	2822	134	0	1754	237	1844	155	0	80	139	1901
MSTRG.2785	105	5	903	1018	1104	132	68	639	2328	2235	247	10	650	677	911
MSTRG.2786	3356	5	1418	270	3952	2072	76	1402	161	2524	3588	4	2135	435	2104
MSTRG.2787	1710	0	731	1235	776	754	0	2654	448	1170	1446	0	492	833	703
MSTRG.2788	4247	12	52	599	661	3807	432	97	788	3638	3289	76	395	600	487
MSTRG.2789	232	4	91	889	103	723	356	13	1406	10	58	1065	18	1347	13
MSTRG.279	53	555	682	1125	23	95	449	551	2197	92	2	848	316	956	5
MSTRG.2790	1211	776	114	1190	33	623	831	1	2034	58	864	707	37	1231	100
MSTRG.2791	3853	315	93	3902	392	3930	1002	98	5641	228	1762	870	45	9249	316
MSTRG.2792	81	45	2271	1582	1143	80	22	2279	1374	623	50	39	2276	8562	1818
MSTRG.2793	3105	142	45	28	120	1554	29	0	349	188	1592	135	3	18	274
MSTRG.2794	239	289	0	23	270	39	713	0	5	100	33	0	0	21	191
MSTRG.2795	955	306	2424	6	890	756	70	2863	1	563	586	379	2600	5	608
MSTRG.2796	172	0	5227	3633	152	362	0	7462	1747	283	342	0	6605	1043	346
MSTRG.2797	3703	2742	11084	4092	347	3737	663	1928	4022	1010	1623	3201	3732	1441	465
MSTRG.2798	5309	143	1407	63	778	7724	576	551	3	296	1344	965	1200	112	367
MSTRG.2799	1176	345	3849	8222	3466	589	230	2966	7754	4479	372	221	3444	11398	1851
MSTRG.28	3057	0	18	110	2155	2159	0	110	953	813	2426	0	32	393	2376
MSTRG.280	970	198	125	136	2134	493	79	7	163	867	600	87	41	133	1106
MSTRG.2800	46	552	390	0	69	121	317	402	0	0	104	764	293	0	74
MSTRG.2801	0	3219	20061	4066	1155	0	2235	10495	3691	1238	0	7223	20188	1473	1280
MSTRG.2802	309	1055	109	569	123	47	955	109	653	219	73	629	172	236	266
MSTRG.2803	1335	661	9935	32	129	245	874	5515	38	135	666	692	10502	28	27
MSTRG.2804	142	1270	4790	118	29	313	4561	3038	227	0	322	1618	3989	54	51
MSTRG.2805	369	12	56	994	269	85	16	207	532	193	1	32	89	661	309
MSTRG.2806	24	95	853	845	117	15	41	453	507	140	11	324	964	844	148
MSTRG.2807	826	386	1417	1821	34	1094	686	904	2386	33	982	210	1999	1962	104
MSTRG.2808	156	1184	330	1794	5151	70	728	216	1212	6626	86	845	313	868	3978
MSTRG.2809	0	993	477	95	933	0	1187	597	452	798	0	1480	467	89	1004
MSTRG.281	164	2431	33	1043	416	383	2217	110	663	511	408	1532	23	197	388
MSTRG.2810	43	571	825	14	1569	50	844	407	11	943	8	526	650	2	1589
MSTRG.2811	0	67	93	265	3967	0	134	5263	281	3752	0	533	124	223	3124
MSTRG.2812	16	104	399	386	4473	294	5	199	530	5404	30	12	377	592	4694
MSTRG.2813	21	88	3552	1920	7	449	4	4146	1819	4	1395	54	3896	4299	28
MSTRG.2814	861	1878	3374	1418	224	911	2803	2315	911	82	680	2215	3373	1478	190
MSTRG.2815	132	150	3773	42	332	65	0	2070	29	591	4	30	2429	18	337
MSTRG.2816	1527	43	1625	1013	3131	1121	0	1385	1228	1070	351	0	1417	1067	3748
MSTRG.2817	5	2529	1383	2255	358	27	2874	3770	5030	352	14	2842	608	1646	472
MSTRG.2818	0	4225	163	385	1907	0	7871	2	512	2310	0	4901	16	478	1771
MSTRG.2819	335	12430	66	1438	4783	577	4470	84	702	5075	1	5174	131	2375	5920
MSTRG.282	842	81	18	4961	55	594	171	92	7397	261	747	84	2	5963	366
MSTRG.2820	961	853	355	324	1561	197	0	175	517	2124	336	0	487	133	1435
MSTRG.2821	0	457	2241	14	533	0	548	1668	24	697	0	518	3004	27	570
MSTRG.2822	5547	295	240	1	230	1932	303	294	46	201	4266	235	238	0	100
MSTRG.2823	514	17191	81	491	3	2032	13241	39	525	4	664	15115	92	414	0
MSTRG.2824	545	52	1197	26	10762	290	142	739	125	8677	106	216	1337	181	6398
MSTRG.2825	451	8759	76	159	7	401	4904	217	66	30	530	11956	220	199	5
MSTRG.2826	4181	3991	100	2260	4369	1738	2681	62	1824	3716	7521	3415	118	3003	5927
MSTRG.2827	567	35	507	3	1003	14	117	792	49	1124	28	67	359	13	1215
MSTRG.2828	1370	928	41	3599	1140	940	556	256	5613	1080	449	1053	123	3117	589
MSTRG.2829	617	233	361	257	55325	416	333	39	328	51104	343	287	297	161	20701
MSTRG.283	139	1	1786	4670	754	292	5	824	4320	335	349	2	2058	4434	1134
MSTRG.2830	1562	241	2797	680	4	4534	585	2901	348	28	1132	196	2771	546	38
MSTRG.2831	93	938	21	0	5065	34	404	1	25	2453	17	610	28	4	3696
MSTRG.2832	57	75	1334	448	3178	7	900	672	875	4476	8	201	1515	591	4203
MSTRG.2833	72	426	90	20724	37	52	243	302	10836	91	550	294	361	9731	9
MSTRG.2834	526	3240	140	73	47	695	4018	200	31	124	67	3884	26	46	44
MSTRG.2835	941	2661	56	27	0	862	2448	2	11	0	706	2630	80	21	0
MSTRG.2836	1309	1266	254	329	34	1272	2029	63	248	2126	1034	820	533	441	1119
MSTRG.2837	1524	2577	173	2757	97	1437	1098	177	2859	184	572	469	208	2700	182
MSTRG.2838	62	1440	242	135	92	114	1211	206	348	74	508	1932	333	381	202
MSTRG.2839	53	1754	208	1155	73	1	1678	203	1573	142	5	1387	295	1579	82
MSTRG.284	911	3769	513	2144	2627	395	3862	830	3874	2816	1137	5097	575	2788	1351
MSTRG.2840	95	1408	6004	0	0	139	3731	9114	0	0	29	1337	5638	0	0
MSTRG.2841	2304	122	2410	46	1912	2090	0	1875	258	2686	1736	7	2657	94	741
MSTRG.2842	55	65	757	0	1519	0	50	162	0	3848	5	57	676	0	1694
MSTRG.2843	0	393	4502	619	31571	0	283	4081	564	70270	0	397	4524	302	26139
MSTRG.2844	2653	2078	6307	146	2384	2785	1983	4019	279	2778	1714	3468	5529	223	404
MSTRG.2845	6517	203	228	935	1746	7972	266	38	812	3637	3794	145	211	793	1413
MSTRG.2846	10190	726	603	65	1567	3326	309	477	69	1524	3741	499	733	118	986
MSTRG.2847	2414	807	3322	481	396	19	443	523	555	277	38	910	2821	455	305
MSTRG.2848	619	132	547	16	274	409	220	413	20	481	524	302	492	32	275
MSTRG.2849	340	105	1839	11820	485	330	78	1170	8830	556	107	154	1703	10746	469
MSTRG.285	2848	2617	66	107	1	2142	1652	457	142	0	1141	4097	306	100	0
MSTRG.2850	20728	582	5507	9594	685	15065	1039	6921	19617	813	10393	565	5481	10474	433
MSTRG.2851	126	28	1521	944	594	136	312	1859	777	780	169	115	1787	1235	575
MSTRG.2852	12226	129	233	641	1852	4859	219	307	853	767	12733	195	261	591	1587
MSTRG.2853	5958	2007	14422	934	4488	3158	1363	7570	714	7252	2468	2285	12440	776	2897
MSTRG.2854	114	2593	12	337	1069	71	1186	98	333	985	35	1877	22	634	974
MSTRG.2855	1063	0	3955	33	3879	572	0	1697	42	9321	849	0	7477	17	4351
MSTRG.2856	354	164	807	519	16	599	282	1278	732	1	225	381	1217	250	2
MSTRG.2857	277	166	1274	47	367	287	159	691	68	399	263	11	859	20	195
MSTRG.2858	481	47	46549	16198	375	642	1	342	11381	993	415	56	24756	5891	527
MSTRG.2859	1048	251	8	48	3535	1055	152	107	2259	7077	592	280	16	33	1292
MSTRG.286	16	30	2909	1686	3382	26	96	1464	1993	5070	143	0	2112	1945	4013
MSTRG.2860	461	275	23968	24	170	278	218	20498	618	342	328	181	18056	29	292
MSTRG.2861	4700	418	7724	12	2258	4221	320	17758	9	1006	3264	481	8998	8	862
MSTRG.2862	3477	315	1	779	1308	1826	284	2	979	879	2141	402	1	560	1515
MSTRG.2863	910	5112	5	1555	1302	2023	11300	5	425	1298	454	4032	24	2033	2170
MSTRG.2864	3718	1072	1	6830	342	1409	793	1	1792	219	258	828	21	3357	1338
MSTRG.2865	2609	1821	216	270	551	1129	1784	0	247	1208	1738	993	0	264	1077
MSTRG.2866	1932	4058	1	1517	95	1552	3836	2	4413	58	1116	4344	1	1070	179
MSTRG.2867	1347	3657	170	2986	4453	3309	2309	6	5369	18923	434	3854	287	3321	6922
MSTRG.2868	199	202	216	1372	26	0	84	2	1057	74	8	104	26	1709	42
MSTRG.2869	64	248	2	3765	662	91	355	2	5407	1031	127	371	5	4450	1054
MSTRG.287	22	29	25	359	2688	127	11	37	452	2805	8	77	46	392	1895
MSTRG.2870	393	3038	0	37	1068	290	1582	0	44	1474	277	2564	0	43	872
MSTRG.2871	31	1698	56	328	746	0	1660	1656	341	1844	1	1945	1207	203	922
MSTRG.2872	3684	3732	0	25227	123	3875	6146	0	24928	21	3878	5879	57	13299	79
MSTRG.2873	201	1889	128	23771	77	260	1890	335	15059	439	85	1592	274	12407	106
MSTRG.2874	1054	678	155	84	206	272	633	82	5	740	289	817	313	26	497
MSTRG.2875	944	243	0	222	346	488	302	0	207	243	740	188	0	84	259
MSTRG.2876	72	2853	1583	1270	913	69	1108	1451	1362	1448	160	2008	2459	376	738
MSTRG.2877	118	11	1427	703	396	108	94	3198	188	421	221	20	2677	164	589
MSTRG.2878	345	4418	64335	2	635	73	2941	37649	1	1234	96	6395	90478	1	732
MSTRG.2879	3289	25	2477	758	2049	1634	43	3362	919	3257	2383	7	450	1404	2421
MSTRG.288	5	616	12	3	17	8	857	0	49	95	0	1187	2	11	1
MSTRG.2880	67	2443	1995	67	3099	0	2848	1976	81	6870	157	1643	1911	2	9594
MSTRG.2881	2977	2655	1837	306	611	1235	3577	1845	114	1133	2125	2242	1686	278	1417
MSTRG.2882	252	1382	472	331	2266	287	1656	391	407	1800	277	784	415	706	983
MSTRG.2883	273	54120	505	377	6015	199	21297	232	316	6179	22	9109	430	357	6857
MSTRG.2884	24	22	378	314	5055	8	115	107	467	6292	33	48	317	307	5669
MSTRG.2885	273	2106	321	52	0	116	1962	147	127	0	226	2040	140	163	0
MSTRG.2886	324	87933	103	36	2341	209	126672	38	71	3997	153	92152	100	25	1260
MSTRG.2887	442	11	772	14	454	369	32	1206	68	632	599	0	648	18	212
MSTRG.2888	302	46	109	1	357	255	149	483	36	537	266	15	429	9	337
MSTRG.2889	6109	56	1923	2	98	8016	50	325	5	234	2857	90	2764	4	276
MSTRG.289	4117	1089	3490	2129	20	4232	1051	4422	2379	35	4327	269	5360	2041	31
MSTRG.2890	1323	0	4815	482	1102	1028	0	8365	42	829	894	0	4296	87	1070
MSTRG.2891	1215	79	1581	114	696	2410	1601	748	133	872	1123	1425	1511	67	716
MSTRG.2892	4988	99	671	12061	315	3957	310	288	7195	204	4178	226	596	9428	743
MSTRG.2893	6330	38	370	73	1637	2733	111	740	889	2037	3267	113	839	531	853
MSTRG.2894	208	143	3468	6814	1302	37	68	3174	8205	1379	90	261	1736	10273	625
MSTRG.2895	256	0	190	3855	106	109	0	234	4662	301	112	0	290	2379	583
MSTRG.2896	282	1693	3354	310	14	330	2456	1066	104	7	342	1543	2200	362	56
MSTRG.2897	3971	1468	707	305	814	1097	2684	470	131	544	2764	1894	741	126	5688
MSTRG.2898	2179	165869	1308	71	1103	1939	60973	1268	50	1008	1736	219068	1516	88	1756
MSTRG.2899	4796	2055	552	2496	1251	5469	3546	168	1894	1095	2832	493	1758	3390	1304
MSTRG.29	47	3173	2086	2568	55	277	21509	175	3304	53	441	5679	1348	1682	64
MSTRG.290	2976	2368	38	384	453	2347	4617	34	538	1406	3250	1535	137	598	744
MSTRG.2900	2404	2098	737	838	19	2015	2246	1402	957	17	1411	1791	1032	994	22
MSTRG.2901	1206	1338	5771	535	1132	936	1647	19706	589	800	1419	1229	8189	695	8348
MSTRG.2902	202	443	983	2122	490	180	356	1575	2201	3594	165	550	1584	1616	294
MSTRG.2903	1077	713	1135	1475	487	1342	637	789	1032	334	553	418	1180	1574	3774
MSTRG.2904	8278	492	1101	847	597	2990	236	1437	258	256	6814	444	1511	254	1175
MSTRG.2905	14	348	175	119	418	22	327	47	124	430	0	237	51	79	89
MSTRG.2906	3780	1092	117	226	32	2378	1129	963	41	14	1249	1026	136	190	226
MSTRG.2907	3714	546	696	457	29	3385	1297	1313	152	17	2011	610	647	181	106
MSTRG.2908	1982	2691	365	0	21	1394	913	158	0	14	786	1863	244	0	106
MSTRG.2909	36050	4084	937	11	412	16453	6610	1341	0	386	56	3513	996	17	410
MSTRG.291	20	51	23	847	2558	62	62	23	1195	1275	0	21	0	1239	483
MSTRG.2910	14	1832	2370	567	63	80	1030	3305	26	109	27	790	1757	225	160
MSTRG.2911	13408	995	1781	37	95	11498	410	3128	1	115	10403	832	2312	2	124
MSTRG.2912	14056	10	722	14913	1550	23331	1	428	3944	993	7671	1	1225	1380	1771
MSTRG.2913	1	308	1860	11050	136	10	920	2598	6380	272	1	670	2772	10414	419
MSTRG.2914	2	1744	2855	258	1343	1	2960	1905	435	2671	3	1145	8251	2990	1700
MSTRG.2915	10	2085	2283	1	152	4	1266	1970	3	191	10	1667	2138	4	98
MSTRG.2916	1	867	6	8731	593	1	532	8	5221	156	1	1025	50	3501	320
MSTRG.2917	39	1199	5	8983	448	2	986	1	6195	408	92	1244	1	5767	589
MSTRG.2918	261	1	1739	2524	12133	138	0	1043	1830	12684	32	0	1765	2951	5906
MSTRG.2919	196	475	3229	124	48	1	276	2402	630	34	7	1633	3506	289	59
MSTRG.292	1363	119	3052	1958	2924	1150	174	1388	180	3735	870	57	3079	1425	1660
MSTRG.2920	0	737	100	154	283	0	1554	9	374	224	0	1307	127	286	385
MSTRG.2921	304	5142	6043	1925	411	2049	10389	7545	4668	812	1308	7556	6196	294	558
MSTRG.2922	416	1345	0	994	1702	256	1463	0	1840	1269	316	1949	0	1207	14138
MSTRG.2923	83	1100	158	685	0	76	1000	317	495	0	70	1046	165	378	0
MSTRG.2924	0	1291	4559	474	11	0	1495	2162	257	0	0	1626	2323	272	40
MSTRG.2925	2006	153	394	153	136	1937	89	1100	120	66	1165	60	441	281	63
MSTRG.2926	2225	179	480	2627	0	3050	506	994	785	0	1832	284	576	4821	0
MSTRG.2927	254159	1233	1106	2058	2411	82925	1310	1026	5638	979	255568	1357	1388	3727	9108
MSTRG.2928	2804	321	1058	1972	170	2927	314	588	765	206	193	210	1324	847	1701
MSTRG.2929	2437	856	287	951	661	2624	1983	236	883	649	1971	826	447	1360	439
MSTRG.293	1571	519	36	97	1392	920	465	41	82	1693	187	181	0	44	1016
MSTRG.2930	1509	2856	1554	1410	0	1533	3280	2373	1133	3	1165	2324	1883	816	1
MSTRG.2931	512	2595	1168	345	405	376	2951	1261	240	583	536	2977	1174	80	379
MSTRG.2932	1997	936	526	337	9180	614	1134	860	129	11479	475	1318	96	418	8763
MSTRG.2933	936	1290	598	635	8657	607	2261	516	2395	17079	898	30	205	535	9732
MSTRG.2934	66	678	45215	9446	684	58	1166	10828	4426	581	71	1318	30903	2197	983
MSTRG.2935	1350	6789	1756	6759	636	1039	11658	3006	7661	1057	935	14465	2198	5040	677
MSTRG.2936	1685	1144	56	264	604	1645	1124	36	254	529	794	3016	46	177	312
MSTRG.2937	2058	1063	2062	4234	72	838	683	1299	1723	55	1509	1039	522	1588	40
MSTRG.2938	5554	3282	1943	541	12479	7157	4429	1144	268	17304	3183	4369	447	638	4618
MSTRG.2939	1756	9	498	523	82	1502	24	1827	464	1883	1738	7	292	461	36
MSTRG.294	2530	4788	10	956	83	3396	5743	8	905	182	1070	6460	90	1068	110
MSTRG.2940	7206	391	1814	2381	160	8638	19	1101	2272	179	5181	224	358	2664	149
MSTRG.2941	30	9186	1927	2334	24	2	8924	880	5988	10	12	7313	2671	5284	19
MSTRG.2942	418	0	594	1219	697	1045	0	852	1709	757	523	0	140	1453	670
MSTRG.2943	4711	214	92	330	1208	3925	206	45	622	970	1183	141	14	435	2307
MSTRG.2944	2355	8257	659	1346	5771	778	4632	695	4126	2940	884	1927	507	1660	2809
MSTRG.2945	1754	779	101	17	357	1012	939	103	149	105	1764	537	288	2	376
MSTRG.2946	1498	392	111	1020	1327	732	610	44	828	2417	1132	534	264	1499	966
MSTRG.2947	547	879	2355	1	4925	251	1301	1567	0	4359	1888	877	2785	2	3209
MSTRG.2948	943	60	206	265	1111	1326	42	527	395	1508	1138	34	509	293	1281
MSTRG.2949	6703	1637	2348	412	2011	10432	792	3712	1812	4554	5726	1198	1980	1107	2212
MSTRG.295	1457	4809	33	35	608	2291	3889	56	53	546	733	5067	18	24	267
MSTRG.2950	1474	336	384	4879	19	1326	347	443	2259	45	1584	530	299	4866	25
MSTRG.2951	1178	3137	246	954	66	979	2555	291	761	60	913	2097	354	814	142
MSTRG.2952	1380	1431	746	75	115	1564	1072	408	187	383	1525	1023	663	144	56
MSTRG.2953	254	250	448	469	15698	82	2260	767	547	26787	97	386	856	420	11669
MSTRG.2954	263	1675	18223	345	14818	493	10931	7516	1612	13735	145	3301	11608	737	11165
MSTRG.2955	2658	26722	115	309	27	1797	15792	144	252	13	1577	7247	124	166	44
MSTRG.2956	973	1703	29	65	6	1731	2158	17	0	5	413	1874	38	0	11
MSTRG.2957	160	2531	0	162	893	81	16120	4	451	1480	139	4723	3	253	253
MSTRG.2958	677	409	30	4916	515	595	1030	6	5445	373	732	315	2	4336	221
MSTRG.2959	1270	1150	403	1549	280	360	8062	416	1283	306	772	2072	674	1192	361
MSTRG.296	177	376	669	102	4445	199	345	2395	119	6352	38	446	577	165	5791
MSTRG.2960	777	345	609	593	1	1048	277	909	175	1	1087	1241	705	1137	1
MSTRG.2961	2678	683	10408	2103	567	5200	730	6575	2100	1578	6451	110	2204	1642	1244
MSTRG.2962	5798	49	5601	0	1	4872	305	3533	0	0	10124	97	1086	18	1
MSTRG.2963	84	8	0	607	54	108	30	0	825	107	5	0	0	477	4
MSTRG.2964	5	39	244	307	255	1	197	604	615	161	6	74	79	291	315
MSTRG.2965	1648	771	0	18	434	1426	665	0	18	335	892	539	0	41	487
MSTRG.2966	6111	0	28	7	351	5354	214	94	7	501	5158	277	11	2	472
MSTRG.2967	6376	86	166	1045	331	8205	147	28	752	51	4551	229	0	510	485
MSTRG.2968	0	2481	334	7609	63	0	1555	181	13963	159	0	2900	7	5587	253
MSTRG.2969	197	204	994	192	18	223	522	427	237	41	124	471	187	86	9
MSTRG.297	1045	2288	2158	2045	2981	591	3083	672	2938	5519	80	2611	777	2823	2858
MSTRG.2970	3629	2964	602	3074	295	6515	3544	825	1506	32	701	3065	363	2363	140
MSTRG.2971	911	601	135	1073	142	807	472	21	589	113	524	610	120	93	193
MSTRG.2972	158	462	50	936	181	290	360	69	522	131	135	274	85	390	136
MSTRG.2973	1578	782	486	2091	61	942	349	471	3923	86	912	503	552	1640	97
MSTRG.2974	1419	346	10493	14	12608	765	875	6726	2	6790	675	691	9801	0	13055
MSTRG.2975	488	29938	12027	1398	175	309	8909	14890	1027	647	552	17029	19826	560	353
MSTRG.2976	3219	98	998	13	5763	2061	251	424	79	7827	1745	132	1289	56	6999
MSTRG.2977	1470	35	547	293	2320	1226	17	697	426	2652	823	12	879	543	2009
MSTRG.2978	643	488	443	253	0	984	481	312	505	0	198	575	569	188	0
MSTRG.2979	111	387	636	536	278	71	1121	493	553	134	11	692	1021	469	265
MSTRG.298	6480	221	3949	89	1889	5988	1430	4161	221	3362	6271	403	1871	176	1879
